,project_id,boro,managing_agcy,orig_bud_amt,city_plan_total,noncity_plan_total,starting_delta,ending_delta,total_cost,cost_delta,costStatus,startStatus,endStatus,city_pct,noncity_pct,majority_funder,budget_usage
1396,EC-SER25,RICHMOND,DEPT ENVIRONMENTAL PROTECTION,6500,6500.0,0.0,0,0,6500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1397,EC-SEX22,BRONX,DEPT ENVIRONMENTAL PROTECTION,0,12350.0,0.0,0,0,12350.0,12350.0,Over Budget,On Time,On Time,1.0,0.0,city,12350.0
1398,EC-SEX23,BRONX,DEPT ENVIRONMENTAL PROTECTION,6500,7609.0,0.0,0,0,7609.0,1109.0,Over Budget,On Time,On Time,1.0,0.0,city,0.1706153846153846
1399,EC-SEX24,BRONX,DEPT ENVIRONMENTAL PROTECTION,7122,7025.0,0.0,0,0,7025.0,-97.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.013619769727604605
1400,EC-SEX25,BRONX,DEPT ENVIRONMENTAL PROTECTION,7000,7000.0,0.0,0,0,7000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1401,EC-WMC22,CITYWIDE,DEPT ENVIRONMENTAL PROTECTION,13586,17758.0,0.0,0,0,17758.0,4172.0,Over Budget,On Time,On Time,1.0,0.0,city,0.30708081848962165
1402,EC-WMC23,CITYWIDE,DEPT ENVIRONMENTAL PROTECTION,12350,12370.0,0.0,0,0,12370.0,20.0,Over Budget,On Time,On Time,1.0,0.0,city,0.0016194331983805667
1403,EC-WMC24,CITYWIDE,DEPT ENVIRONMENTAL PROTECTION,13368,12403.0,0.0,0,0,12403.0,-965.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.07218731298623579
1404,EC-WMC25,CITYWIDE,DEPT ENVIRONMENTAL PROTECTION,12350,12350.0,0.0,0,0,12350.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1405,ECODOCKHC,QUEENS,DEPT OF  SMALL BUSINESS SERVICES,1000,5000.0,0.0,82,82,5000.0,4000.0,Over Budget,Late,Late,1.0,0.0,city,4.0
1406,EDCLUMP,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,7725,9725.0,0.0,0,0,9725.0,2000.0,Over Budget,On Time,On Time,1.0,0.0,city,0.2588996763754045
1407,EDCSOLAR1,RICHMOND,DEPT OF CITYWIDE ADMIN SERVS,333,333.0,0.0,0,0,333.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1408,EDCSOLAR2,RICHMOND,DEPT OF CITYWIDE ADMIN SERVS,146,146.0,0.0,0,0,146.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1409,EDMFPM,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,5000,22315.0,0.0,0,0,22315.0,17315.0,Over Budget,On Time,On Time,1.0,0.0,city,3.463
1410,EDXHPGEN,BRONX,DEPT OF  SMALL BUSINESS SERVICES,3450,4449.24,0.0,35,35,4449.24,999.2399999999998,Over Budget,Late,Late,1.0,0.0,city,0.2896347826086956
1411,EE-RRC,CITYWIDE,DEPT ENVIRONMENTAL PROTECTION,76848,201964.72,0.0,0,5,201964.72,125116.72,Over Budget,On Time,Late,1.0,0.0,city,1.6281063918384344
1412,EMIDTWNRZ,MANHATTAN,DEPARTMENT OF TRANSPORTATION,18730,19008.0,0.0,70,70,19008.0,278.0,Over Budget,Late,Late,1.0,0.0,city,0.014842498665242926
1413,EO26-0001,MANHATTAN,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1414,EO26-0002,MANHATTAN,DEPT OF DESIGN & CONSTRUCTION,300,1675.0,0.0,0,0,1675.0,1375.0,Over Budget,On Time,On Time,1.0,0.0,city,4.583333333333333
1415,EO26-0003,MANHATTAN,DEPT OF DESIGN & CONSTRUCTION,300,470.0,0.0,0,0,470.0,170.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5666666666666667
1416,EO26-0004,MANHATTAN,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1417,EO26-0005,BRONX,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1418,EO26-0006,RICHMOND,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1419,EO26-0007,QUEENS,DEPT OF DESIGN & CONSTRUCTION,300,1180.0,0.0,0,0,1180.0,880.0,Over Budget,On Time,On Time,1.0,0.0,city,2.933333333333333
1420,EO26-0008,RICHMOND,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1421,EO26-0009,QUEENS,DEPT OF DESIGN & CONSTRUCTION,300,1377.0,0.0,0,0,1377.0,1077.0,Over Budget,On Time,On Time,1.0,0.0,city,3.59
1422,EO26-0013,BROOKLYN,DEPT OF DESIGN & CONSTRUCTION,300,466.0,0.0,0,0,466.0,166.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5533333333333333
1423,EO26-0014,BROOKLYN,DEPT OF DESIGN & CONSTRUCTION,300,318.0,0.0,0,0,318.0,18.0,Over Budget,On Time,On Time,1.0,0.0,city,0.06
1424,EO26-0015,BRONX,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1425,EO26-0016,MANHATTAN,DEPT OF DESIGN & CONSTRUCTION,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1426,EO26-0017,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,122,122.0,0.0,0,0,122.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1427,EO26-0018,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,900,3400.0,0.0,47,47,3400.0,2500.0,Over Budget,Late,Late,1.0,0.0,city,2.7777777777777777
1428,EO26-0019,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,900,3070.0,0.0,0,0,3070.0,2170.0,Over Budget,On Time,On Time,1.0,0.0,city,2.411111111111111
1429,EO26-0020,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,350,350.0,0.0,0,0,350.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1430,EO26-0021,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,475,475.0,0.0,0,0,475.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1431,EO26-0022,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,381,472.0,0.0,0,0,472.0,91.0,Over Budget,On Time,On Time,1.0,0.0,city,0.2388451443569554
1432,EO26-0023,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,248,248.0,0.0,0,0,248.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1433,EO26-0024,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,167,167.0,0.0,0,0,167.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1434,EO26-0026,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,900,2233.0,0.0,0,0,2233.0,1333.0,Over Budget,On Time,On Time,1.0,0.0,city,1.481111111111111
1435,EO26-0027,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,266,500.0,0.0,0,0,500.0,234.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8796992481203008
1436,EO26-0028,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,145,145.0,0.0,0,0,145.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1437,EO26-0029,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,200,200.0,0.0,0,0,200.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1438,EO26-0030,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,347,347.0,0.0,0,0,347.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1439,EO26-0031,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,0,0,300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1440,EO26-0032,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,333,390.0,0.0,0,0,390.0,57.0,Over Budget,On Time,On Time,1.0,0.0,city,0.17117117117117117
1441,EO26-0033,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,0,0,500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1442,EO26-0034,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,250,250.0,0.0,0,0,250.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1443,EO26-0035,RICHMOND,DEPT OF CITYWIDE ADMIN SERVS,157,189.0,0.0,0,0,189.0,32.0,Over Budget,On Time,On Time,1.0,0.0,city,0.20382165605095542
1444,EO26-0036,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,83,83.0,0.0,0,0,83.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1445,EO26-0037,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,418,642.0,0.0,0,0,642.0,224.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5358851674641149
1446,EO26-0038,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,900,900.0,0.0,0,0,900.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1447,EO26-0039,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,874,874.07,0.0,0,0,874.07,0.07000000000005002,Over Budget,On Time,On Time,1.0,0.0,city,8.009153318083526e-05
1448,EO26-0040,BRONX,DEPT OF CITYWIDE ADMIN SERVS,700,5760.0,0.0,0,0,5760.0,5060.0,Over Budget,On Time,On Time,1.0,0.0,city,7.228571428571429
1449,EO26-0041,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,700,1460.0,0.0,0,0,1460.0,760.0,Over Budget,On Time,On Time,1.0,0.0,city,1.0857142857142856
1450,EO26-0042,BRONX,DEPT OF CITYWIDE ADMIN SERVS,300,9819.0,0.0,0,0,9819.0,9519.0,Over Budget,On Time,On Time,1.0,0.0,city,31.73
1451,EO26-0043,BRONX,DEPT OF CITYWIDE ADMIN SERVS,375,1406.0,0.0,0,0,1406.0,1031.0,Over Budget,On Time,On Time,1.0,0.0,city,2.7493333333333334
1452,EO26-0044,BRONX,DEPT OF CITYWIDE ADMIN SERVS,375,526.0,0.0,0,0,526.0,151.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4026666666666667
1453,EO26-0045,BRONX,DEPT OF CITYWIDE ADMIN SERVS,375,694.0,0.0,0,0,694.0,319.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8506666666666667
1454,EO26-0046,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,900,5425.0,0.0,0,0,5425.0,4525.0,Over Budget,On Time,On Time,1.0,0.0,city,5.027777777777778
1455,EO26-0054,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,1000,6500.0,0.0,0,0,6500.0,5500.0,Over Budget,On Time,On Time,1.0,0.0,city,5.5
1456,EO26-0055,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,300,1000.0,0.0,27,28,1000.0,700.0,Over Budget,Late,Late,1.0,0.0,city,2.3333333333333335
1457,EO26-0056,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1458,EO26-0057,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,2150.0,0.0,0,0,2150.0,1850.0,Over Budget,On Time,On Time,1.0,0.0,city,6.166666666666667
1459,EO26-0058,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,420.0,0.0,4,3,420.0,120.0,Over Budget,Late,Late,1.0,0.0,city,0.4
1460,EO26-0059,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,16,15,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1461,EO26-0060,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1462,EO26-0061,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1463,EO26-0062,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1464,EO26-0063,BRONX,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,3,3,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1465,EO26-0064,BRONX,DEPT OF CITYWIDE ADMIN SERVS,300,356.0,0.0,26,26,356.0,56.0,Over Budget,Late,Late,1.0,0.0,city,0.18666666666666668
1466,EO26-0065,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,26,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1467,EO26-0066,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1468,EO26-0067,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,26,25,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1469,EO26-0068,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1470,EO26-0069,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1471,EO26-0070,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1472,EO26-0071,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1473,EO26-0072,RICHMOND,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1474,EO26-0073,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1475,EO26-0074,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,393.0,0.0,28,27,393.0,93.0,Over Budget,Late,Late,1.0,0.0,city,0.31
1476,EO26-0075,BRONX,DEPT OF CITYWIDE ADMIN SERVS,300,541.0,0.0,0,0,541.0,241.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8033333333333333
1477,EO26-0076,RICHMOND,DEPT OF CITYWIDE ADMIN SERVS,300,404.0,0.0,27,26,404.0,104.0,Over Budget,Late,Late,1.0,0.0,city,0.3466666666666667
1478,EO26-0077,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,300,300.0,0.0,27,26,300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1479,EO26-0078,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,27,26,500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1480,EO26-0079,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,500,759.0,0.0,0,0,759.0,259.0,Over Budget,On Time,On Time,1.0,0.0,city,0.518
1481,EO26-0080,BRONX,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,27,26,500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1482,EO26-0081,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,500,1700.0,0.0,39,38,1700.0,1200.0,Over Budget,Late,Late,1.0,0.0,city,2.4
1483,EO26-0082,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,27,26,500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1484,EO26-0083,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,500,773.0,0.0,0,0,773.0,273.0,Over Budget,On Time,On Time,1.0,0.0,city,0.546
1485,EO26-0084,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,400,571.0,0.0,0,0,571.0,171.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4275
1486,EO26-0085,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,400,511.0,0.0,27,40,511.0,111.0,Over Budget,Late,Late,1.0,0.0,city,0.2775
1487,EO26-0086,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,400,400.0,0.0,28,27,400.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1488,EO26-0087,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,400,400.0,0.0,4,3,400.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1489,EO26-0088,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,400,429.0,0.0,27,26,429.0,29.0,Over Budget,Late,Late,1.0,0.0,city,0.0725
1490,EO26-0089,BRONX,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,27,26,500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1491,EO26-0090,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,27,26,500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1492,EO26-0091,QUEENS,DEPT OF CITYWIDE ADMIN SERVS,500,500.0,0.0,27,26,500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
1493,EO26-0092,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,2500,17075.0,0.0,0,0,17075.0,14575.0,Over Budget,On Time,On Time,1.0,0.0,city,5.83
1494,EO26-0093,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,2500,8143.0,0.0,26,25,8143.0,5643.0,Over Budget,Late,Late,1.0,0.0,city,2.2572
1495,EO26-0094,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,950,3011.0,0.0,39,38,3011.0,2061.0,Over Budget,Late,Late,1.0,0.0,city,2.1694736842105264
1496,EO26-0095,MANHATTAN,DEPT OF CITYWIDE ADMIN SERVS,27400,27400.0,0.0,0,0,27400.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1497,EO26-0096,BROOKLYN,DEPT OF CITYWIDE ADMIN SERVS,1256,2281.0,0.0,0,0,2281.0,1025.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8160828025477707
1498,EP6-KENT2,BROOKLYN,DEPT OF DESIGN & CONSTRUCTION,954,37582.31,0.0,35,35,37582.31,36628.31,Over Budget,Late,Late,1.0,0.0,city,38.39445492662473
1499,ERFERRY,BROOKLYN,DEPT OF  SMALL BUSINESS SERVICES,4900,0.0,77784.0,0,0,77784.0,72884.0,Over Budget,On Time,On Time,0.0,1.0,non_city,14.874285714285714
1500,ERIVERSPS,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,9210,6949.34,71961.24,2,6,78910.58,69700.58,Over Budget,Late,Late,0.08806601092020867,0.9119339890797914,non_city,7.567923995656895
1501,ERVRWALL,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,3000,3211.0,0.0,0,0,3211.0,211.0,Over Budget,On Time,On Time,1.0,0.0,city,0.07033333333333333
1502,F175-EMS7,CITYWIDE,FIRE DEPARTMENT,71000,71000.0,0.0,-11,-11,71000.0,0.0,On Target,Early,Early,1.0,0.0,city,1.0
1503,F175-ES49,CITYWIDE,DEPT OF CITYWIDE ADMIN SERVS,4077,4326.0,0.0,0,0,4326.0,249.0,Over Budget,On Time,On Time,1.0,0.0,city,0.061074319352465045
1504,F175-ES55,CITYWIDE,FIRE DEPARTMENT,30000,30000.0,0.0,0,0,30000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1505,F175162WP,RICHMOND,FIRE DEPARTMENT,1210,1655.0,0.0,0,0,1655.0,445.0,Over Budget,On Time,On Time,1.0,0.0,city,0.3677685950413223
1506,F175237MC,BROOKLYN,FIRE DEPARTMENT,6047,8029.23,0.0,38,37,8029.23,1982.2299999999996,Over Budget,Late,Late,1.0,0.0,city,0.32780386968744823
1507,F175ASV95,MANHATTAN,FIRE DEPARTMENT,291,266.0,0.0,0,0,266.0,-25.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.0859106529209622
1508,F175BFMAC,CITYWIDE,FIRE DEPARTMENT,0,220.0,0.0,0,0,220.0,220.0,Over Budget,On Time,On Time,1.0,0.0,city,220.0
1509,F175CHILL,CITYWIDE,FIRE DEPARTMENT,22000,22000.0,0.0,0,0,22000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1510,F175CHLL2,CITYWIDE,FIRE DEPARTMENT,11000,11000.0,0.0,0,0,11000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1511,F175DE266,QUEENS,FIRE DEPARTMENT,120,159.0,0.0,0,0,159.0,39.0,Over Budget,On Time,On Time,1.0,0.0,city,0.325
1512,F175DR253,BROOKLYN,FIRE DEPARTMENT,185,185.0,0.0,0,0,185.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1513,F175DW211,CITYWIDE,FIRE DEPARTMENT,811,1181.0,0.0,0,0,1181.0,370.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4562268803945746
1514,F175EBT39,BROOKLYN,FIRE DEPARTMENT,5136,11972.0,0.0,0,0,11972.0,6836.0,Over Budget,On Time,On Time,1.0,0.0,city,1.3309968847352025
1515,F175EC268,QUEENS,DEPT OF DESIGN & CONSTRUCTION,22000,33207.0,0.0,-8,-7,33207.0,11207.0,Over Budget,Early,Early,1.0,0.0,city,0.5094090909090909
1516,F175EC287,CITYWIDE,FIRE DEPARTMENT,40000,40033.0,0.0,0,0,40033.0,33.0,Over Budget,On Time,On Time,1.0,0.0,city,0.000825
1517,F175EC293,QUEENS,DEPT OF DESIGN & CONSTRUCTION,13272,13099.99,0.0,0,0,13099.99,-172.01000000000022,Under Budget,On Time,On Time,1.0,0.0,city,-0.012960367691380367
1518,F175EMS17,CITYWIDE,DEPT OF DESIGN & CONSTRUCTION,17001,45178.0,0.0,15,14,45178.0,28177.0,Over Budget,Late,Late,1.0,0.0,city,1.6573730957002528
1519,F175EMS20,CITYWIDE,FIRE DEPARTMENT,3000,8699.0,0.0,29,29,8699.0,5699.0,Over Budget,Late,Late,1.0,0.0,city,1.8996666666666666
1520,F175EMS4M,CITYWIDE,FIRE DEPARTMENT,3576,3738.0,0.0,0,11,3738.0,162.0,Over Budget,On Time,Late,1.0,0.0,city,0.04530201342281879
1521,F175EMS58,CITYWIDE,FIRE DEPARTMENT,14500,18316.0,0.0,0,0,18316.0,3816.0,Over Budget,On Time,On Time,1.0,0.0,city,0.26317241379310347
1522,F175EXREN,MANHATTAN,FIRE DEPARTMENT,2750,2292.0,0.0,4,4,2292.0,-458.0,Under Budget,Late,Late,1.0,0.0,city,-0.16654545454545455
1523,F175FASBK,BROOKLYN,FIRE DEPARTMENT,2171,2171.0,0.0,0,0,2171.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1524,F175FE163,CITYWIDE,FIRE DEPARTMENT,4345,4345.0,0.0,0,0,4345.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1525,F175FE220,CITYWIDE,FIRE DEPARTMENT,839,850.0,0.0,0,0,850.0,11.0,Over Budget,On Time,On Time,1.0,0.0,city,0.013110846245530394
1526,F175FE221,CITYWIDE,FIRE DEPARTMENT,4487,4487.0,0.0,0,0,4487.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1527,F175FE260,CITYWIDE,FIRE DEPARTMENT,4400,4400.0,0.0,0,0,4400.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1528,F175FE294,CITYWIDE,FIRE DEPARTMENT,4837,4837.0,0.0,0,0,4837.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1529,F175FE295,CITYWIDE,FIRE DEPARTMENT,5758,5758.0,0.0,0,0,5758.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1530,F175FEC52,CITYWIDE,FIRE DEPARTMENT,712,731.0,0.0,0,0,731.0,19.0,Over Budget,On Time,On Time,1.0,0.0,city,0.026685393258426966
1531,F175FMHVC,QUEENS,FIRE DEPARTMENT,3321,12108.0,0.0,0,0,12108.0,8787.0,Over Budget,On Time,On Time,1.0,0.0,city,2.6458897922312556
1532,F175FTANK,CITYWIDE,FIRE DEPARTMENT,1526,1526.0,0.0,0,0,1526.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1533,F175KIT42,BRONX,FIRE DEPARTMENT,961,1799.0,0.0,39,39,1799.0,838.0,Over Budget,Late,Late,1.0,0.0,city,0.8720083246618107
1534,F175KIT66,BRONX,FIRE DEPARTMENT,961,1461.0,0.0,0,0,1461.0,500.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5202913631633714
1535,F175KTE22,MANHATTAN,FIRE DEPARTMENT,1734,1734.0,0.0,0,0,1734.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1536,F175LC8,MANHATTAN,DEPT OF DESIGN & CONSTRUCTION,2859,13864.0,0.0,0,0,13864.0,11005.0,Over Budget,On Time,On Time,1.0,0.0,city,3.8492479888072753
1537,F175M9EWF,CITYWIDE,FIRE DEPARTMENT,35000,35000.0,0.0,0,0,35000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1538,F175MARN4,CITYWIDE,FIRE DEPARTMENT,8600,8600.0,0.0,0,0,8600.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1539,F175MC152,RICHMOND,FIRE DEPARTMENT,7613,9116.0,0.0,0,-1,9116.0,1503.0,Over Budget,On Time,Early,1.0,0.0,city,0.197425456456062
1540,F175MC153,CITYWIDE,FIRE DEPARTMENT,3070,7878.0,0.0,27,26,7878.0,4808.0,Over Budget,Late,Late,1.0,0.0,city,1.5661237785016286
1541,F175MC159,RICHMOND,FIRE DEPARTMENT,5295,11153.0,0.0,0,0,11153.0,5858.0,Over Budget,On Time,On Time,1.0,0.0,city,1.1063267233238905
1542,F175MC218,BROOKLYN,FIRE DEPARTMENT,5598,9575.0,0.0,16,16,9575.0,3977.0,Over Budget,Late,Late,1.0,0.0,city,0.7104322972490175
1543,F175MC224,BROOKLYN,FIRE DEPARTMENT,2282,12028.0,0.0,27,27,12028.0,9746.0,Over Budget,Late,Late,1.0,0.0,city,4.270815074496056
1544,F175MC227,CITYWIDE,FIRE DEPARTMENT,7148,10307.0,0.0,12,11,10307.0,3159.0,Over Budget,Late,Late,1.0,0.0,city,0.4419418019026301
1545,F175MC253,CITYWIDE,FIRE DEPARTMENT,4471,10897.0,0.0,6,6,10897.0,6426.0,Over Budget,Late,Late,1.0,0.0,city,1.4372623574144487
1546,F175MC266,QUEENS,FIRE DEPARTMENT,6014,8125.0,0.0,0,0,8125.0,2111.0,Over Budget,On Time,On Time,1.0,0.0,city,0.35101429996674427
1547,F175MC285,QUEENS,FIRE DEPARTMENT,4425,5715.0,0.0,7,7,5715.0,1290.0,Over Budget,Late,Late,1.0,0.0,city,0.29152542372881357
1548,F175MC288,CITYWIDE,FIRE DEPARTMENT,6273,6273.0,0.0,0,0,6273.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
1549,F175MC304,QUEENS,FIRE DEPARTMENT,4556,5561.0,0.0,0,0,5561.0,1005.0,Over Budget,On Time,On Time,1.0,0.0,city,0.22058823529411764
